1663718400000,5.32000000,5.36000000,5.28000000,5.32000000,404937.52000000,1663725599999,2156898.19960000,2947,190709.83000000,1016509.39030000,0
1663725600000,5.32000000,5.37000000,5.31000000,5.33000000,144874.90000000,1663732799999,774156.58270000,1402,82511.72000000,440908.38970000,0
1663732800000,5.33000000,5.36000000,5.30000000,5.31000000,158580.08000000,1663739999999,845605.22680000,1855,71294.01000000,380303.87990000,0
1663740000000,5.31000000,5.33000000,5.18000000,5.25000000,581927.69000000,1663747199999,3041254.95590000,4846,221757.51000000,1160477.55800000,0
1663747200000,5.24000000,5.29000000,5.22000000,5.29000000,198258.85000000,1663754399999,1040567.38000000,1938,101090.34000000,530919.51780000,0
1663754400000,5.29000000,5.35000000,5.27000000,5.33000000,134471.60000000,1663761599999,713486.55060000,1621,66689.63000000,353982.09470000,0
1663761600000,5.33000000,5.35000000,5.30000000,5.33000000,214429.07000000,1663768799999,1143398.53630000,2177,97535.94000000,520421.66020000,0
1663768800000,5.33000000,5.39000000,5.28000000,5.30000000,346174.08000000,1663775999999,1844925.44150000,2823,154098.06000000,822208.91590000,0
1663776000000,5.30000000,5.40000000,5.28000000,5.40000000,383088.35000000,1663783199999,2045333.35610000,3192,203670.11000000,1088780.09280000,0
1663783200000,5.40000000,5.63000000,5.22000000,5.36000000,2007595.53000000,1663790399999,10858791.38610000,18934,1014649.34000000,5494691.27620000,0
1663790400000,5.36000000,5.38000000,5.10000000,5.17000000,666389.56000000,1663797599999,3498500.50350000,7193,274336.91000000,1443971.96660000,0
1663797600000,5.18000000,5.29000000,5.11000000,5.24000000,452263.08000000,1663804799999,2350222.34140000,4856,234369.04000000,1218569.57710000,0
