15:30:00,250	0.000396	22716.48
15:30:00,250	0.000044	22716.49
15:30:00,250	0.000088	22716.51
15:30:00,250	0.000000	22716.51
15:30:00,250	0.000000	22716.51
15:30:00,250	0.000000	22716.51
15:30:00,250	0.000044	22716.52
15:30:00,250	0.000000	22716.52
15:30:00,250	0.000044	22716.53
15:30:00,250	0.000440	22716.63
15:30:00,250	0.000792	22716.81
15:30:00,250	0.000044	22716.82
15:30:00,250	0.001893	22717.25
15:30:00,250	0.000616	22717.39
15:30:00,250	0.001056	22717.63
15:30:00,250	0.000220	22717.68
15:30:00,250	0.000308	22717.75
15:30:00,250	0.000528	22717.87
15:30:00,250	0.000484	22717.98
15:30:00,250	0.000044	22717.99
15:30:00,250	0.000044	22718
15:30:00,250	0.001056	22718.24
15:30:00,250	0.000660	22718.39
15:30:00,250	0.001673	22718.77
15:30:00,250	0.000352	22718.85
15:30:00,250	0.000660	22719
15:30:00,250	0.000132	22719.03
15:30:00,250	0.000044	22719.04
15:30:00,250	0.000308	22719.11
15:30:00,250	0.000440	22719.21
15:30:00,250	0.002113	22719.69
15:30:00,250	0.000000	22719.69
15:30:00,250	0.000484	22719.8
15:30:00,250	0.000088	22719.82
15:30:00,250	0.000748	22719.99
15:30:00,250	0.000044	22720
15:30:00,250	0.000000	22720
15:30:00,250	0.000000	22720
15:30:00,250	0.000000	22720
15:30:00,250	0.000000	22720
15:30:00,250	0.000000	22720
15:30:00,250	0.000000	22720
15:30:00,250	0.000000	22720
15:30:00,250	0.000000	22720
15:30:00,250	0.000000	22720
15:30:00,250	0.000000	22720
15:30:00,250	0.000000	22720
15:30:00,250	0.000000	22720
15:30:00,250	0.000000	22720
15:30:00,250	0.000000	22720
15:30:00,250	0.000000	22720
15:30:00,250	0.000308	22720.07
15:30:00,250	0.000176	22720.11
15:30:00,250	0.001056	22720.35
15:30:00,250	0.000528	22720.47
15:30:00,250	0.001100	22720.72
15:30:00,250	0.000088	22720.74
15:30:00,250	0.000836	22720.93
15:30:00,250	0.000264	22720.99
15:30:00,250	0.000000	22720.99
15:30:00,250	0.000044	22721
15:30:00,250	0.000132	22721.03
15:30:00,250	0.000044	22721.04
15:30:00,250	0.000616	22721.18
15:30:00,250	0.000924	22721.39
15:30:00,250	0.001276	22721.68
15:30:00,250	0.000484	22721.79
15:30:00,250	0.000528	22721.91
15:30:00,250	0.000704	22722.07
15:30:00,250	0.000044	22722.08
15:30:00,250	0.000396	22722.17
15:30:00,250	0.002641	22722.77
15:30:00,250	0.000000	22722.77
15:30:00,251	0.000000	22722.77
15:30:00,251	0.000220	22722.82
15:30:00,251	0.000792	22723
15:30:00,251	0.000220	22723.05
15:30:00,251	0.000396	22723.14
15:30:00,252	0.000000	22723.14
15:30:00,257	0.000000	22723.14
15:30:00,257	0.000352	22723.22
15:30:00,257	0.000044	22723.23
15:30:00,257	0.000748	22723.4
15:30:00,257	0.000572	22723.53
15:30:00,257	0.000044	22723.54
15:30:00,257	0.001408	22723.86
15:30:00,257	0.000616	22724
15:30:00,257	0.000000	22724
15:30:00,257	0.000088	22724.02
15:30:00,257	0.000484	22724.13
15:30:00,257	0.001012	22724.36
15:30:00,257	0.001276	22724.65
15:30:00,257	0.000044	22724.66
15:30:00,259	0.000000	22724.66
15:30:00,259	0.000176	22724.7
15:30:00,259	0.000132	22724.73
15:30:00,259	0.001188	22725
15:30:00,259	0.000000	22725
15:30:00,259	0.000044	22725.01
15:30:00,259	0.000176	22725.05
15:30:00,259	0.000088	22725.07
15:30:00,259	0.001716	22725.46
15:30:00,259	0.000484	22725.57
15:30:00,259	0.000044	22725.58
15:30:00,259	0.000132	22725.61
15:30:00,259	0.000264	22725.67
15:30:00,259	0.000220	22725.72
15:30:00,259	0.000132	22725.75
15:30:00,259	0.001056	22725.99
15:30:00,259	0.000176	22726.03
15:30:00,259	0.000308	22726.1
15:30:00,259	0.000396	22726.19
15:30:00,259	0.000352	22726.27
15:30:00,259	0.000000	22726.27
15:30:00,259	0.001188	22726.54
15:30:00,259	0.000396	22726.63
15:30:00,259	0.000132	22726.66
15:30:00,259	0.000484	22726.77
15:30:00,259	0.000616	22726.91
15:30:00,259	0.000044	22726.92
15:30:00,259	0.000132	22726.95
15:30:00,259	0.000132	22726.98
15:30:00,259	0.000044	22726.99
15:30:00,259	0.000264	22727.05
15:30:00,259	0.000044	22727.06
15:30:00,259	0.000044	22727.07
15:30:00,259	0.000440	22727.17
15:30:00,259	0.000220	22727.22
15:30:00,259	0.000088	22727.24
15:30:00,259	0.000088	22727.26
15:30:00,259	0.000044	22727.27
15:30:00,259	0.000000	22727.27
15:30:00,259	0.000000	22727.27
15:30:00,259	0.000000	22727.27
15:30:00,259	0.000000	22727.27
15:30:00,259	0.000264	22727.33
15:30:00,259	0.000484	22727.44
15:30:00,259	0.000748	22727.61
15:30:00,259	0.000044	22727.62
15:30:00,259	0.000308	22727.69
15:30:00,259	0.000748	22727.86
15:30:00,259	0.000176	22727.9
15:30:00,259	0.000440	22728
15:30:00,259	0.000000	22728
15:30:00,259	0.000000	22728
15:30:00,259	0.000088	22728.02
15:30:00,259	0.000000	22728.02
15:30:00,259	0.000044	22728.03
15:30:00,259	0.001144	22728.29
15:30:00,259	0.000308	22728.36
15:30:00,259	0.000044	22728.37
15:30:00,259	0.000264	22728.43
15:30:00,259	0.000132	22728.46
15:30:00,259	0.000308	22728.53
15:30:00,259	0.000132	22728.56
15:30:00,259	0.000044	22728.57
15:30:00,259	0.000000	22728.57
15:30:00,259	0.000308	22728.64
15:30:00,259	0.000528	22728.76
15:30:00,259	0.000220	22728.81
15:30:00,259	0.000264	22728.87
15:30:00,259	0.000044	22728.88
15:30:00,259	0.000000	22728.88
15:30:00,259	0.000044	22728.89
15:30:00,259	0.000308	22728.96
15:30:00,259	0.000044	22728.97
15:30:00,259	0.000044	22728.98
15:30:00,259	0.000088	22729
15:30:00,259	0.000000	22729
15:30:00,259	0.000044	22729.01
15:30:00,259	0.000440	22729.11
15:30:00,259	0.000044	22729.12
15:30:00,259	0.000748	22729.29
15:30:00,259	0.000220	22729.34
15:30:00,259	0.000528	22729.46
15:30:00,259	0.000088	22729.48
15:30:00,259	0.001056	22729.72
15:30:00,259	0.000000	22729.72
15:30:00,259	0.000132	22729.75
15:30:00,259	0.000044	22729.76
15:30:00,259	0.000176	22729.8
15:30:00,259	0.000176	22729.84
15:30:00,259	0.000220	22729.89
15:30:00,259	0.000044	22729.9
15:30:00,259	0.000264	22729.96
15:30:00,260	-0.035020	22722
15:30:00,261	0.000000	22722
15:30:00,262	0.003345	22722.76
15:30:00,262	0.031686	22729.96
15:30:00,262	-0.035020	22722
15:30:00,263	0.000000	22722
15:30:00,263	0.000000	22722
15:30:00,263	0.003345	22722.76
15:30:00,264	-0.012146	22720
15:30:00,265	0.000000	22720
15:30:00,268	-0.043090	22710.21
15:30:00,268	0.000528	22710.33
15:30:00,268	0.003963	22711.23
15:30:00,268	0.049755	22722.53
15:30:00,268	0.000616	22722.67
15:30:00,268	0.000000	22722.67
15:30:00,268	0.000000	22722.67
15:30:00,268	0.000396	22722.76
15:30:00,268	0.000132	22722.79
15:30:00,268	0.001540	22723.14
15:30:00,268	0.030013	22729.96
15:30:00,269	-0.033260	22722.4
15:30:00,270	0.000000	22722.4
15:30:00,272	-0.032787	22714.95
